repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,qidx,f_latency,f_refactor,f_churn,f_backlog,S_latency,zS_latency,S_refactor,zS_refactor,S_churn,zS_churn,S_backlog,zS_backlog,CQI_F,ACT,CQI_2SIG,event_quarter_debt
milvus-io/milvus,full_rewrite,2024-Q4,704,0,1119,52,40,12,0.0465,0.9459,3.1379,640,621,19,51,0.2679,0,700,0,166477,69703,0.2951,96774,4897,9,0.0129,0,7,0.9459,0.0465,337.4,0.37254901960784315,5.402953298017828,0.12316483514419344,1.1304066650459812,0.29852689612861444,2035.1647166280936,-0.34875781279257384,5.928097040222349,0.8152397164433338,0.2385119062084089,-0.8133564373144786,0.21084586563640395,
milvus-io/milvus,full_rewrite,2025-Q1,517,1,1019,108,96,13,0.106,1.0955,5.0163,623,601,22,50,0.2353,0,516,1,227877,94371,0.2929,133506,6255,8,0.0155,0,8,1.0955,0.106,624.5116279069767,0.44,6.012187501196223,0.3597819506212007,1.134670065191843,0.3168304872497421,2476.511520038542,-0.08070843381464697,5.834568306602338,0.7521453847090346,0.5135113380999017,-0.6856950024694919,0.3383062189354714,
milvus-io/milvus,full_rewrite,2025-Q2,554,0,802,50,42,11,0.0623,1.1038,4.4451,652,751,-99,47,0.28,0,552,0,800588,123358,0.1335,677230,4966,10,0.0181,0,9,1.1038,0.0623,1673.8152173913043,-2.106382978723404,6.574890626088563,0.5783271169747981,1.0948497593245772,0.14587430861844297,3927.4407006263773,0.8005048496898194,3.2030741802847236,-1.0230562772454672,0.5987529822035091,1.1937453264954931,0.36210071279662054,
milvus-io/milvus,full_rewrite,2025-Q3,583,1,741,41,21,20,0.0553,1.1912,4.814,543,478,65,50,0.2979,0,582,1,243062,116903,0.3248,126159,5347,18,0.0309,1,10,1.1912,0.0553,618.4965635738831,1.3,7.174350469740593,0.8111480228091131,1.0516132809853653,-0.03974815091225531,4192.467601143886,0.9614673751849824,4.214797504059098,-0.3405493668782927,0.8779569988020932,0.5489957455296323,0.3856999359484289,
milvus-io/milvus,full_rewrite,2025-Q4,572,0,1123,39,27,13,0.0347,1.009,3.8496,551,480,71,49,0.36,0,571,0,208314,110388,0.3464,97926,3975,8,0.014,0,11,1.009,0.0347,558.1471103327495,1.4489795918367347,7.537658927463939,0.9522513929850097,0.9916680856966824,-0.2971043236152004,4373.292627373686,1.0712903887652767,5.284445320530514,0.3810333121464204,1.047364875141643,-0.15721807403983679,0.3275735346849047,
milvus-io/milvus,full_rewrite,2026-Q1,538,0,896,39,21,24,0.0435,1.6879,5.0698,561,419,142,49,0.2857,0,537,0,392386,137563,0.2596,254823,5224,19,0.0354,155,12,1.6879,0.0435,986.8696461824953,2.8979591836734695,8.547169623992184,1.3443296903122417,0.945917957983981,-0.4935183600047791,4966.56593709255,1.4316114356278897,7.706804425356237,2.0151528284056877,1.7539346557109412,-1.6629623252475665,0.4254056651537313,
milvus-io/milvus,full_rewrite,2026-Q2,657,1,1130,29,7,22,0.0257,1.824,5.981,727,867,-140,48,0.2449,0,655,1,611992,228025,0.2715,383967,10638,13,0.0198,202,13,1.824,0.0257,1282.4687022900764,-2.9166666666666665,9.601924357832889,1.7539800700103534,0.8864853417654228,-0.748673932858818,5802.043705044296,1.939033932219667,4.09652536040751,-0.420335562816729,1.518665678698655,0.7369922493928467,0.5026530685757677,
qdrant/qdrant,fuzzy,2023-Q1,101,71,205,1,0,1,0.0049,0.6008,1.7358,77,54,23,12,,0,100,57,49534,4804,0.0884,44730,711,1,0.01,0,0,0.6008,0.0049,543.38,1.9166666666666667,0.6008,-2.002076530347439,0.0049,-1.5556959203315848,543.38,-1.9563585768205003,1.9166666666666667,-2.0195402624407333,-3.576374149959185,1.1900210437905434,-1.778886225339512,2026-Q2
qdrant/qdrant,fuzzy,2023-Q2,210,102,309,6,0,6,0.0194,0.4966,2.4888,137,116,21,28,0.5,0,210,71,73026,10680,0.1276,62346,1299,6,0.0286,0,1,0.4966,0.0194,398.6,0.75,1.043328,-1.6149233483454226,0.023859,-1.4016356465170137,893.0758000000001,-1.3846256610434133,2.4941666666666666,-1.8295808328725507,-2.907661018607985,1.173801099030106,-1.5082794974312181,2026-Q2
qdrant/qdrant,fuzzy,2023-Q3,156,115,312,11,3,9,0.0353,0.5504,2.5559,155,96,59,17,0.7143,0,153,68,34682,4655,0.1183,30027,778,6,0.0392,0,2,0.5504,0.0353,257.1045751633987,3.4705882352941178,1.4998284800000001,-1.215546103476289,0.057011690000000004,-1.132237867146288,1069.8035531633989,-1.095685749226219,5.740279901960784,-0.7618235714176622,-2.111645050994346,0.27040102019649287,-1.1738919853112886,2026-Q2
qdrant/qdrant,fuzzy,2023-Q4,290,58,305,10,0,10,0.0328,0.7348,1.8864,144,139,5,22,0.5294,0,285,49,70930,21315,0.2311,49615,2002,13,0.0456,0,3,0.7348,0.0328,323.6666666666667,0.22727272727272727,2.0996439168000003,-0.690787319916719,0.08468063790000001,-0.9074008140509192,1297.1879000453596,-0.723925162896924,5.450927438057041,-0.857001457109962,-1.5125617689360475,0.4873510158761489,-0.7990940669838191,2026-Q2
qdrant/qdrant,fuzzy,2024-Q1,244,81,357,11,0,11,0.0308,0.6185,2.0032,153,98,55,27,0.6818,0,240,66,45967,16580,0.2651,29387,1461,8,0.0333,0,4,0.6185,0.0308,260.6125,2.037037037037037,2.529175964288,-0.31500386902362226,0.10785938048900001,-0.7190510366397268,1441.0534890412773,-0.48871303659565296,6.997381005668945,-0.34832017995457143,-0.9436579800580791,0.08983734242858446,-0.5170274528316745,2026-Q2
qdrant/qdrant,fuzzy,2024-Q2,376,96,430,21,2,19,0.0488,0.527,1.5553,120,102,18,21,0.6667,0,373,77,72982,22373,0.2346,50609,2531,24,0.0643,0,5,0.527,0.0488,255.64343163538874,0.8571428571428571,2.8285501275020803,-0.053091267114766354,0.14695203624499,-0.40138527104520283,1567.002106662951,-0.28279414826204163,7.224759572301597,-0.27352762097003547,-0.4858198047438132,0.1219655833938406,-0.2272382690799846,2026-Q2
qdrant/qdrant,fuzzy,2024-Q3,265,87,382,23,7,16,0.0602,0.5738,1.9219,111,65,46,22,0.5238,0,263,55,71981,19848,0.2161,52133,1941,13,0.0494,0,6,0.5738,0.0602,349.1596958174905,2.090909090909091,3.147780616026893,0.22619298026492357,0.19392635298294092,-0.01967336119230453,1775.131612880776,0.05748585924494675,8.665440301703544,0.20036136525865206,0.19264124993287896,-0.18215900446336492,0.10325980953630952,2026-Q2
qdrant/qdrant,fuzzy,2024-Q4,250,81,396,15,2,13,0.0379,0.5229,1.6301,92,47,45,18,0.4545,0,247,66,56989,13703,0.1938,43286,1851,12,0.0486,0,7,0.5229,0.0379,286.2024291497976,2.5,3.387380360584473,0.435810910683648,0.21437298121447623,0.1464753356764684,1901.5721968713037,0.264209084852638,10.385550674550226,0.7661642833889887,0.6572418384541762,-0.6435245224336554,0.2911431231800582,2026-Q2
qdrant/qdrant,fuzzy,2025-Q1,337,130,407,25,8,17,0.0614,0.2283,1.1438,91,67,24,18,0.2778,0,335,97,63331,26046,0.2914,37285,2909,18,0.0537,0,8,0.2283,0.0614,266.79701492537316,1.3333333333333333,3.3108161281318704,0.3688273837168413,0.2564794129051734,0.48863095546777235,1997.2277140782596,0.4206004620521874,10.78418444717404,0.8972885155175295,0.9375900284411873,-0.6702137483522608,0.42872916959230684,2026-Q2
qdrant/qdrant,fuzzy,2025-Q2,156,50,346,19,5,14,0.0549,0.6361,3.9759,85,76,9,13,0.3889,0,156,34,36047,8287,0.1869,27760,1073,3,0.0192,1,9,0.6361,0.0549,284.1923076923077,0.6923076923076923,3.648942676600002,0.6646431720032236,0.2882962657437078,0.747173761534681,2101.669527503524,0.5913569381627751,10.505915539236069,0.8057563890786411,1.3190144099678163,-0.49873743745987437,0.7059084667689524,2026-Q2
qdrant/qdrant,fuzzy,2025-Q3,369,123,389,21,2,20,0.054,0.4763,1.6281,86,63,23,25,0.1538,0,358,81,84630,30195,0.263,54435,2502,27,0.0754,1,10,0.4763,0.054,320.74022346368713,0.92,3.796837835706002,0.7940317789401461,0.31634960182677413,0.9751343416480508,2233.259493491894,0.8064991129945528,10.480383140704824,0.7973579131297184,1.6391270744504762,-0.399275301101645,0.8845830602940985,2026-Q2
qdrant/qdrant,fuzzy,2025-Q4,265,66,354,16,2,15,0.0452,0.5988,2.7115,65,53,12,16,0.56,0,263,46,57630,27721,0.3248,29909,1910,15,0.057,1,11,0.5988,0.0452,324.52851711026614,0.75,4.053922430492462,1.0189466293344194,0.3330781376623645,1.1110699295666073,2356.7946561878894,1.0084721386047497,10.28714865804139,0.7337965068965606,1.9371371227510683,-0.26719691249998556,1.0650082794505134,2026-Q2
qdrant/qdrant,fuzzy,2026-Q1,357,122,479,6,0,6,0.0125,0.5582,1.9194,69,38,31,25,0.1875,0,348,77,87070,28216,0.2447,58854,2921,7,0.0201,34,12,0.5582,0.0125,331.2816091954023,1.24,4.247269411748141,1.188099539486139,0.3156011052727517,0.9690520807660444,2475.964746326382,1.2033085167033672,10.601305278817666,0.8371333250398145,2.0836670172587812,-0.34335238284624076,1.0785758101260916,2026-Q2
qdrant/qdrant,fuzzy,2026-Q2,431,86,744,88,4,84,0.1183,0.39,1.5857,126,81,45,28,0.4,0,422,62,131137,60173,0.3145,70964,3313,75,0.1777,157,13,0.39,0.1183,453.34123222748815,1.6071428571428572,4.255015164690808,1.1948760437949173,0.4054970057982041,1.6995435122634137,2706.4691513844955,1.580170222229536,11.254330660866934,1.0519356264556128,2.771301032043071,-0.3289177955586918,1.4472097780291655,2026-Q2
triggerdotdev/trigger.dev,full_rewrite,2023-Q1,1866,0,56,0,0,0,0.0,0.0008,0.0107,52,7,45,6,,1,1755,0,1307965,761836,0.3681,546129,6461,11,0.0063,0,0,0.0008,0.0,1179.3737891737892,7.5,0.0008,-2.2397659248506088,0.0,-1.398046130347233,1179.3737891737892,-1.6922900265402687,7.5,0.09381417372173233,-2.94394557293319,-0.7298260447999525,-1.8189060275989208,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2023-Q2,1028,9,11,0,0,0,0.0,0.0775,0.194,2,0,2,6,0.3333,1,987,9,80337,587350,0.8797,-507013,4195,10,0.0101,0,1,0.0775,0.0,676.4812563323202,0.3333333333333333,0.078228,-2.1130479966461966,0.0,-1.398046130347233,1749.7114044804684,-1.237437204675976,7.158333333333333,-0.007009385047765628,-2.6414449406978595,-0.522030666384592,-1.7555470634967147,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2023-Q3,777,55,169,4,0,4,0.0237,0.6529,2.0581,161,129,32,32,0.3333,1,665,55,84007,33403,0.2845,50604,3641,15,0.0226,0,2,0.6529,0.0237,176.5563909774436,1.0,0.72408748,-1.0560405159314816,0.0237,-0.9003144957960636,1768.79376905467,-1.2222187320704971,7.514083333333334,0.09797007163198734,-1.7539933329849016,-0.5421036204435861,-0.9781775058637726,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2023-Q4,292,23,140,0,0,0,0.0,1.1525,4.0797,98,89,9,23,0.8125,1,253,23,65791,13913,0.1746,51878,1973,3,0.0119,0,3,1.1525,0.0,315.0355731225296,0.391304347826087,1.8114196068000001,0.7234768986755485,0.021567,-0.9451103429056688,1924.6379029622794,-1.0979306925366568,7.229120181159421,0.013879342499261826,-0.7711907134556348,-0.4547882895738714,-0.1108167221150601,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2024-Q1,223,14,133,2,0,2,0.015,0.0915,1.7391,37,27,10,20,0.7391,1,208,14,72748,19884,0.2147,52864,2351,3,0.0144,0,4,0.0915,0.015,445.34615384615387,0.5,1.739891842188,0.6064152395764434,0.03462597,-0.670854541907581,2196.7666455418284,-0.8809039295269401,7.078499364855073,-0.0305678576702147,-0.5651932252916819,-0.3103117576199863,-0.0322196511655688,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2024-Q2,397,43,146,4,0,4,0.0274,0.2121,1.9094,37,19,18,16,0.75,1,353,42,267895,17110,0.06,250785,2139,13,0.0368,0,5,0.2121,0.0274,807.3796033994334,1.125,1.79540157639108,0.6972619424925962,0.0589096327,-0.16086521158858266,2806.437250842497,-0.3946824568653366,7.566434422018117,0.1134185293880578,0.086861561862082,-0.23996857870603233,0.26819836545200676,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2024-Q3,293,20,119,1,0,1,0.0084,0.2528,2.1405,40,14,26,18,0.5625,1,272,20,67114,337781,0.8342,-270667,3200,2,0.0074,0,6,0.2528,0.0084,1488.5845588235295,1.4444444444444444,1.8866154345158828,0.8465416749550928,0.062007765757,-0.09580028203087719,4042.442457090202,0.5910502754890287,8.32989976848093,0.33871207054191693,0.8212520898598306,-0.20037741211867247,0.3753706964621078,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2024-Q4,203,18,144,1,0,1,0.0069,0.1427,1.9441,43,24,19,18,0.6667,1,184,18,42655,11807,0.2168,30848,1825,2,0.0109,0,7,0.1427,0.0069,295.9891304347826,1.0555555555555556,1.8595200454094534,0.8021976189100041,0.06332706683887,-0.06809319832014792,3974.6117663868663,0.5369542799814797,8.635764344873202,0.4289706708152648,0.80457127920828,-0.29466814561489474,0.36705221029492807,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2025-Q1,372,11,203,2,0,2,0.0099,0.0338,0.6495,57,24,33,15,0.5556,1,349,11,118627,95094,0.4449,23533,3283,4,0.0115,0,8,0.0338,0.0099,612.3810888252149,2.2,1.7259632413226027,0.5836198239070559,0.06752763082337171,0.020124252230181484,4229.277796237263,0.7400542670797225,10.058545553834614,0.8488239337553377,0.9561806902532438,-0.6273800901316349,0.3018720380686187,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2025-Q2,278,22,300,10,0,10,0.0333,0.0545,0.8027,35,126,-91,12,0.6,1,277,22,71924,19562,0.2138,52362,1900,8,0.0289,7,9,0.0545,0.0333,330.27436823104694,-7.583333333333333,1.6251265496035685,0.41859145352911753,0.09475014404926826,0.591833366344794,4178.917162806956,0.6998909048677966,1.5699431206561654,-1.6561061334421368,0.5538715170731542,1.850490478031463,0.5052124099369557,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2025-Q3,314,13,288,5,0,5,0.0174,0.067,0.9436,39,35,4,13,0.4167,1,309,13,70572,30782,0.3037,39790,1919,6,0.0194,0,10,0.067,0.0174,328.0064724919094,0.3076923076923077,1.5458651601392472,0.2888730175689764,0.10362263108483412,0.7781674370091927,4130.82109064624,0.6615335643106127,1.7363405474894182,-1.6070033605345784,0.5804884604407222,1.8274173961425988,0.5335202272890845,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2025-Q4,172,9,175,1,0,1,0.0057,0.0414,1.1338,48,24,24,14,0.5385,1,169,9,71712,8525,0.1062,63187,1036,1,0.0059,0,11,0.0414,0.0057,474.7751479289941,1.7142857142857142,1.4481372957267151,0.12893252438566072,0.09999659428719905,0.7020158242568894,4233.822340417073,0.7436786093794359,3.294355612501085,-1.1472434869610169,0.6108914485111465,1.3978325630087807,0.41547417432127504,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2026-Q1,251,8,259,12,0,12,0.0463,0.1342,2.1649,102,35,67,16,0.4286,1,250,8,194387,17794,0.0839,176593,2153,12,0.048,23,12,0.1342,0.0463,848.724,4.1875,1.452004939111311,0.13526227275484876,0.13729690080135115,1.4853720491745497,4701.502329779537,1.1166604313421926,7.1853636073759874,0.0009670688746592989,1.5559413456102908,0.5306103337618124,0.8103171609646992,2024-Q3
triggerdotdev/trigger.dev,full_rewrite,2026-Q2,414,18,428,17,0,17,0.0397,0.1566,1.0466,141,22,119,13,0.5,1,408,18,245695,90131,0.2684,155564,5105,17,0.0417,50,13,0.1566,0.0397,823.1029411764706,9.153846153846153,1.477924494591293,0.17768197067294866,0.16464017972922956,2.059617404227776,5101.470061275849,1.435640709765408,15.692527036558303,2.5113743624274982,2.70570939254452,-1.6848961655514367,1.1186496874503624,2024-Q3
tursodatabase/libsql,pivot,2023-Q1,927,202,32,0,0,0,0.0,0.1695,1.5783,24,7,17,22,,1,861,0,52379,43268,0.4524,9111,3114,14,0.0163,0,0,0.1695,0.0,111.08826945412311,0.7727272727272727,0.1695,-1.5131333530173785,0.0,-1.7514160568675545,111.08826945412311,-2.01116808710542,0.7727272727272727,-1.5343462342024277,-3.3364722636301676,0.675811740275222,-1.6322747049424664,
tursodatabase/libsql,pivot,2023-Q2,631,34,18,0,0,0,0.0,0.9994,3.4792,6,3,3,27,0.3182,1,580,0,46814,48815,0.5105,-2001,2172,7,0.0121,0,1,0.9994,0.0,164.87758620689655,0.1111111111111111,1.153645,-0.7646970600037565,0.0,-1.7514160568675545,265.9679114101486,-1.9271510800426113,0.8142929292929293,-1.5252823725613036,-2.8833642318332258,0.6812975023552801,-1.2580565584356556,
tursodatabase/libsql,pivot,2023-Q3,1495,0,186,8,0,8,0.043,0.1037,0.5531,56,25,31,26,0.3333,1,1237,0,1469320,49481,0.0326,1419839,7051,41,0.0331,0,2,0.1037,0.043,1227.8100242522232,1.1923076923076923,1.15351695,-0.764794441250748,0.043,-1.2047064194797226,1469.8408236354585,-1.2740904344228623,1.933314257964258,-1.281267112498642,-2.139698234364473,0.7048053902145075,-0.9847504303652352,
tursodatabase/libsql,pivot,2023-Q4,1525,0,234,3,0,3,0.0128,0.0888,1.0023,111,42,69,33,0.4231,1,1209,0,2353964,1147580,0.3277,1206384,9319,17,0.0141,0,3,0.0888,0.0128,2896.231596360629,2.090909090909091,1.1385004245,-0.7762144176558148,0.05193,-1.0911688133896449,4233.786745868896,0.22525745363230434,3.8502250656565655,-0.8632630251133236,-1.124228345738203,0.6978707910202457,-0.9336916155227298,
tursodatabase/libsql,pivot,2024-Q1,841,0,293,20,0,20,0.0683,0.1367,1.1512,81,33,48,28,0.5758,1,749,0,663258,19600,0.0287,643658,2902,29,0.0387,0,4,0.1367,0.0683,911.6929238985314,1.7142857142857142,1.172735386295,-0.7501789372161308,0.1155563,-0.28221273428896076,4764.438862639227,0.5131184150829106,5.217990524033189,-0.5650062935577399,-0.4116443088124941,0.6240132367528622,-0.5161958357525458,
tursodatabase/libsql,pivot,2024-Q2,392,0,143,5,0,5,0.035,0.2053,2.0038,73,23,50,28,0.5357,0,367,0,102285,8535,0.077,93750,2607,5,0.0136,0,5,0.2053,0.035,301.9618528610354,1.7857142857142858,1.2724892015284501,-0.6743167668171661,0.14015623300000002,0.03055518315743393,4637.6012178627325,0.44431325023082224,6.534085662584488,-0.27801685977982044,-0.16103853080425284,0.3865425638782882,-0.3218807918298661,
tursodatabase/libsql,pivot,2024-Q3,1143,0,188,6,0,6,0.0319,0.2882,1.7678,44,26,18,28,0.4643,1,969,0,92039,40948,0.3079,51091,3376,30,0.031,0,6,0.2882,0.0319,137.24148606811144,0.6428571428571429,1.4461651733908896,-0.5422372454394603,0.15944217203,0.27576003743127403,4357.458594323198,0.29234528024289136,6.588875095809027,-0.26606940403932433,-0.033740164598773964,0.3784990495310363,-0.13323860400409313,
tursodatabase/libsql,pivot,2024-Q4,307,0,67,5,0,5,0.0746,0.2461,1.405,43,11,32,12,0.7143,1,225,0,11791,4872,0.2924,6919,658,3,0.0133,0,7,0.2461,0.0746,74.05777777777777,2.6666666666666665,1.5621103077857095,-0.45406167519379,0.2196923765473,1.0417918389241998,4039.345098611888,0.11977938663409608,8.662543003852882,0.1861173424507752,0.4634643704460175,0.03575279991828449,0.2938650818652049,
tursodatabase/libsql,pivot,2025-Q1,138,0,42,1,0,1,0.0238,0.8052,6.6406,54,16,38,12,0.6667,1,92,0,70166,83309,0.5428,-13143,1601,6,0.0652,0,8,0.8052,0.0238,1668.2065217391305,3.1666666666666665,2.2267203800849957,0.05137024673965798,0.223720062658043,1.0930005555083,5344.010561475949,0.8275166077672285,11.049580800172789,0.7066379381931328,1.296055212993909,-0.2806232766511663,0.572185401123979,
tursodatabase/libsql,pivot,2025-Q2,93,0,35,0,0,0,0.0,1.2167,3.8571,53,20,33,13,0.6667,1,56,0,1720,609,0.2615,1111,117,1,0.0179,0,9,1.2167,0.0,41.589285714285715,2.5384615384615383,3.243015545877346,0.8242565454997911,0.20358525701881913,0.8370030603944731,4904.638896657399,0.5891722275759372,12.593580066618777,1.043324445308884,1.5134018037791965,-0.7117120224644489,0.8306298029471322,
tursodatabase/libsql,pivot,2025-Q3,95,0,24,0,0,0,0.0,0.1591,2.3272,18,4,14,10,0.6154,1,68,0,1574,683,0.3026,891,150,1,0.0147,0,10,0.1591,0.0,33.19117647058823,1.4,3.1102441467483852,0.7232847031571367,0.1852625838871254,0.6040453398408906,4496.4125724288215,0.3677231492285403,12.860157860623088,1.1014547490521813,1.214389721697502,-0.8612623215383222,0.6636650214990136,
tursodatabase/libsql,pivot,2025-Q4,56,0,22,1,0,1,0.0455,1.5604,3.6534,12,4,8,13,0.5,1,33,0,1568,244,0.1347,1324,72,0,0.0,0,11,1.5604,0.0455,54.90909090909091,0.6153846153846154,4.390722173541031,1.697080462580885,0.21408895133728412,0.9705488955591387,4146.644531819318,0.1779857275306202,12.318128268551625,0.9832590645892053,1.8105504554035243,-0.7412729530648621,1.3338146790700118,
tursodatabase/libsql,pivot,2026-Q1,14,0,5,0,0,0,0.0,0.0497,0.7044,6,1,5,4,0.6923,0,9,0,45,23,0.3382,22,12,0,0.0,0,12,0.0497,0.0,7.555555555555555,1.25,4.045257177922338,1.4343564323954736,0.19482094571692854,0.7255720498407363,3781.0020795111354,-0.02036302967248248,12.45949672438198,1.0140860556663636,1.4240228030645463,-0.8596847178356579,1.079964241118105,
tursodatabase/libsql,pivot,2026-Q2,30,0,8,0,0,0,0.0,0.4626,2.3236,7,0,7,3,0.75,0,18,0,41713,20686,0.3315,21027,135,0,0.0,0,13,0.4626,0.0,3466.6111111111113,2.3333333333333335,4.143784031909327,1.5092855062212989,0.17728706060240498,0.5026431202369902,6907.323003466245,1.6755611333180256,13.671475352520936,1.27837170649204,2.368301712396894,-0.7300377823912697,1.0059643132291445,
weaviate/weaviate,migration,2023-Q1,797,7,167,3,0,3,0.018,0.9765,3.748,147,107,40,22,,1,604,7,82692,37540,0.3122,45152,8719,33,0.0546,0,0,0.9765,0.018,199.05960264900662,1.8181818181818181,0.9765,-3.061259993734132,0.018,-2.416779902322321,199.05960264900662,-2.034165747665582,1.8181818181818181,-1.3725153844427909,-4.522718018694803,0.415148793283778,-2.7390199480282265,2024-Q1
weaviate/weaviate,migration,2023-Q2,603,6,156,12,0,12,0.0769,1.5468,5.795,129,56,73,24,0.4091,1,429,6,57767,26064,0.3109,31703,2822,26,0.0606,0,1,1.5468,0.0769,195.4102564102564,3.0416666666666665,2.435415,0.19734794174167264,0.09328,-1.4801869428844687,376.5544948208524,-1.60774452478446,4.696212121212121,-0.5130769387952626,-1.7796345467594448,-0.16632055180765873,-0.6414195005713981,2024-Q1
weaviate/weaviate,migration,2023-Q3,705,7,214,6,0,6,0.028,0.3588,1.7337,129,46,83,24,0.4167,1,497,7,87087,41804,0.3243,45283,2397,17,0.0342,0,2,0.3588,0.028,259.3380281690141,3.4583333333333335,2.57502765,0.5091844018389412,0.11288480000000001,-1.2362746467741181,602.0026184559898,-1.0661184340253322,7.731886363636365,0.3934371968114114,-0.9410449499350301,-0.8569391927330452,-0.36354512246758847,2024-Q1
weaviate/weaviate,migration,2023-Q4,720,15,247,19,0,19,0.0769,0.5764,1.9453,75,33,42,21,0.5,0,476,15,62619,27492,0.3051,35127,2104,26,0.0546,0,3,0.5764,0.0769,189.30882352941177,2.0,2.9196751615000003,1.2789832701183748,0.179625168,-0.40592716033560466,737.1312063243624,-0.7414798093304713,9.036016590909092,0.7828770349775036,0.2276302444419025,-1.0115852932232547,0.436528054891385,2024-Q1
weaviate/weaviate,migration,2024-Q1,833,12,382,18,0,18,0.0471,0.176,1.6114,113,50,63,30,0.381,1,535,12,75114,59901,0.4437,15213,9354,23,0.043,0,4,0.176,0.0471,252.3644859813084,2.1,2.8329043969650005,1.0851735540752516,0.21055890288,-0.021066396550733408,923.1538837364783,-0.2945710751405568,10.322775097727273,1.1671293237248288,0.6918057294809987,-1.199027864401791,0.5320535787622591,2024-Q1
weaviate/weaviate,migration,2024-Q2,1292,10,451,17,0,17,0.0377,0.1064,1.1182,92,39,53,31,0.3,1,832,10,109991,52996,0.3252,56995,4317,54,0.0649,0,5,0.1064,0.0377,195.89783653846155,1.7096774193548387,2.68434300123815,0.7533493264671485,0.22930860162080002,0.21220719314392716,1035.967870738657,-0.023541989700797412,11.103402758286657,1.4002406368733475,0.8578632014454768,-1.31087937943157,0.4827782598055378,2024-Q1
weaviate/weaviate,migration,2024-Q3,1426,3,455,6,0,6,0.0132,0.1682,1.2432,98,60,38,35,0.3548,1,853,3,71366,27905,0.2811,43461,2968,19,0.0223,0,6,0.1682,0.0132,116.37866354044549,1.0857142857142856,2.6109521311267168,0.589424716920608,0.221870827474928,0.11967043837622508,1059.1094259126235,0.0320542594977416,11.189810795755145,1.426043836143063,0.7548534612346519,-1.3361516830026703,0.35454757764841655,2024-Q1
weaviate/weaviate,migration,2024-Q4,1950,21,648,23,0,23,0.0355,0.0723,0.664,68,141,-73,32,0.3714,1,1170,19,165536,99548,0.3755,65988,5434,69,0.059,0,7,0.0723,0.0355,226.56752136752138,-2.28125,2.448266439325312,0.22605269984461063,0.2374024530021845,0.31290650529245295,1190.3570989480088,0.34736921054357317,7.9014778241371815,0.4440806598265336,0.6072714329701056,-0.28532111754180345,0.26947960256853176,2024-Q1
weaviate/weaviate,migration,2025-Q1,1990,38,686,29,0,29,0.0423,0.1284,1.0434,69,28,41,35,0.375,0,1210,37,128585,55903,0.303,72682,5126,68,0.0562,0,8,0.1284,0.0423,152.4694214876033,1.1714285714285715,2.356322459786034,0.02068817802811296,0.2583362322319879,0.5733532406944214,1235.6943815302914,0.45628941238310816,8.361773391393406,0.5815342879014745,0.7410389290794192,-0.34264733589266994,0.2970207093612672,2024-Q1
weaviate/weaviate,migration,2025-Q2,1726,4,608,26,0,26,0.0428,0.1275,1.1564,40,76,-36,35,0.3143,1,977,4,145981,55886,0.2768,90095,7768,74,0.0757,0,9,0.1275,0.0428,206.61924257932446,-1.0285714285714285,2.271753438405291,-0.1682037616439806,0.277885971331109,0.816580498918169,1331.1011297718896,0.6854986124816951,6.580642357596571,0.0496522970936769,0.7776401554193917,0.2648150761673743,0.3241883686370942,2024-Q1
weaviate/weaviate,migration,2025-Q3,1505,15,585,13,0,13,0.0222,0.1524,1.0969,56,111,-55,26,0.3429,0,868,15,123099,52626,0.2995,70473,3774,25,0.0288,0,10,0.1524,0.0222,202.44815668202764,-2.1153846153846154,2.219695628948815,-0.28447920675103644,0.2750762339113092,0.7816232687739932,1413.7501847744475,0.8840581917063085,3.8729999300282647,-0.7589048598161833,0.6091957939344625,1.0798710971133778,0.2485720310114784,2024-Q1
weaviate/weaviate,migration,2025-Q4,1548,22,562,20,0,20,0.0356,0.1772,1.0729,30,25,5,27,0.3077,0,870,22,86912,37453,0.3012,49459,3568,37,0.0425,7,11,0.1772,0.0356,142.94827586206895,0.18518518518518517,2.1971230223434217,-0.33489700011713947,0.2859193728592914,0.9165277267560137,1429.4609440068161,0.9218023830026493,3.709615121510906,-0.8076948901806061,0.66844786646073,1.1594259263250144,0.29081536331943714,2024-Q1
